_link,id,tag,date,ocid,Payment Mode,initiationType,fiscal_year,buyer_name,tender_id,tender_stage,tender_title,tender_allowTwoStageTender,tender_status,tender_submissionMethodDetails,tender_procurementMethod,tender_mainProcurementCategory,tender_contractType,tender_numberOfTenderers,tender_datePublished,tender_allowPreferentialBidder,tender_externalReference,tender_value_amount,tender_bidOpening_date,tender_tenderPeriod_durationInDays,tenderclassification_description
id-0.61,ocds-kjhdrl-2017_BTC_3204_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3204_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3204_3,Financial Bid Opening,TN_270_iii,No,NA,NA,Open Tender,Works,Item Rate,2,2017-09-09 10:30:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,2079615,19-09-2017 16:30,180,Civil Works
id-0.62,ocds-kjhdrl-2017_BTC_3257_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3257_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3257_1,Financial Bid Opening,TN_281_A,No,NA,NA,Open Tender,Works,Item Rate,2,2017-09-22 10:30:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,5515657,05-10-2017 16:30,180,Civil Works
id-0.63,ocds-kjhdrl-2017_BTC_3260_17-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3260_17,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3260_17,Technical Evaluation,TN_282_17,No,NA,NA,Open Tender,Works,Item Rate,2,2017-09-25 10:30:00,No,ACE38/TECH/KOK(R/IFB/16-17/207,7728514,17-10-2017 14:00,180,Civil Works
id-0.64,ocds-kjhdrl-2017_BTC_3261_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3261_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3261_1,Financial Bid Opening,TN_275_i,No,NA,NA,Open Tender,Works,Item Rate,2,2017-09-25 10:30:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,15125835,13-10-2017 16:30,180,Civil Works
id-0.65,ocds-kjhdrl-2017_BTC_3261_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3261_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3261_3,To be Opened,TN_275_iii,No,NA,NA,Open Tender,Works,Item Rate,0,2017-09-25 10:30:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,4369595,13-10-2017 16:30,180,Civil Works
id-0.66,ocds-kjhdrl-2017_BTC_3383_6-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3383_6,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3383_6,Financial Bid Opening,TN_196_11,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-10 10:30:00,No,ACE05/TECH/CHN/IFB/17-18/201,8469431,18-11-2017 14:00,180,Civil Works
id-0.67,ocds-kjhdrl-2017_BTC_3384_11-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3384_11,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3384_11,To be Opened,TN_289_11,No,NA,NA,Open Tender,Works,Item Rate,0,2017-11-10 10:30:00,No,ACE05/TECH/CHN/IFB/17-18/215,7920804,31-10-2017 14:00,180,Civil Works
id-0.68,ocds-kjhdrl-2017_BTC_3384_8-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3384_8,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3384_8,Financial Bid Opening,TN_289_8,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-10 10:30:00,No,ACE05/TECH/CHN/IFB/17-18/215,2972684,31-10-2017 14:00,180,Civil Works
id-0.69,ocds-kjhdrl-2017_BTC_3404_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3404_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3404_3,To be Opened,291_c,No,NA,NA,Open Tender,Works,Item Rate,1,2017-10-13 10:30:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,14554875,25-10-2017 16:30,180,Civil Works
id-0.70,ocds-kjhdrl-2017_BTC_3443_6-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3443_6,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3443_6,Financial Bid Opening,TN_287_6,No,NA,NA,Open Tender,Works,Item Rate,2,2017-10-16 10:30:00,No,ACE50/TECH/KOK(Bldg)/IFB/16-17,5987220,31-10-2017 14:00,180,Civil Works
id-0.71,ocds-kjhdrl-2017_BTC_3683_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3683_4,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3683_4,Financial Bid Opening,TN_295_4,No,NA,NA,Open Tender,Works,Item Rate,2,2017-10-31 10:30:00,No,ACE-05/TECH/CHN/IFB/17-18/224,9998988,21-11-2017 14:00,180,Civil Works
id-0.72,ocds-kjhdrl-2017_BTC_3683_7-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3683_7,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3683_7,To be Opened,TN_295_7,No,NA,NA,Open Tender,Works,Item Rate,0,2017-10-31 10:30:00,No,ACE-05/TECH/CHN/IFB/17-18/224,9988658,21-11-2017 14:00,180,Civil Works
id-0.73,ocds-kjhdrl-2017_BTC_3749_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3749_3,Offline,tender,2016-2017,Bodoland Territorial Council-PWD,2017_BTC_3749_3,Financial Bid Opening,TN_300_3,No,NA,NA,Open Tender,Works,Item Rate,2,2017-03-11 10:30:00,No,ACE-05/TECH/CHN/IFB/17-18/238,7000000,23-11-2017 14:00,180,Civil Works
id-0.74,ocds-kjhdrl-2017_BTC_3749_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3749_2,Offline,tender,2016-2017,Bodoland Territorial Council-PWD,2017_BTC_3749_2,Financial Bid Opening,TN_300_2,No,NA,NA,Open Tender,Works,Item Rate,2,2017-03-11 10:30:00,No,ACE-05/TECH/CHN/IFB/17-18/238,4950391,23-11-2017 14:00,180,Civil Works
id-0.75,ocds-kjhdrl-2017_BTC_3804_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3804_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3804_1,AOC,BTC/OTSG/2017-18/55,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-11 10:30:00,No,ACE02/PWD/BTC/IFB/SA/17-18/124,9581012,18-11-2017 14:00,180,Civil Works
id-0.76,ocds-kjhdrl-2017_BTC_3874_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3874_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3874_2,AOC,TN_304_02,No,NA,NA,Open Tender,Works,Item Rate,3,2017-11-15 10:30:00,No,ACE-27/TECH/KOJ/IFB/16-17/100,8886437,28-11-2017 14:00,180,Civil Works
id-0.77,ocds-kjhdrl-2017_BTC_3920_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3920_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3920_2,Financial Bid Opening,TN_306_2,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-15 18:00:00,No,ACE05/TECH/CHN/IFB/2017-18/256,6437375,05-12-2017 14:00,180,Civil Works
id-0.78,ocds-kjhdrl-2017_BTC_3987_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3987_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3987_1,Financial Bid Opening,TN_308_1,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-22 10:30:00,No,ACE11/TECH/UDL(R/IFB/16-17/142,9847045,07-12-2017 14:00,180,Civil Works
id-0.79,ocds-kjhdrl-2017_BTC_3987_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3987_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3987_3,Financial Bid Opening,TN_308_3,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-22 10:30:00,No,ACE11/TECH/UDL(R/IFB/16-17/142,3735098,07-12-2017 14:00,180,Civil Works
id-0.80,ocds-kjhdrl-2017_BTC_4004_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4004_4,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4004_4,Financial Bid Opening,TN_312_4,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-23 10:30:00,No,ACE29/TECH/MSLPR/IFB/PtI/16-17,3072097,05-12-2017 14:00,180,Civil Works
id-0.81,ocds-kjhdrl-2017_BTC_4005_15-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4005_15,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4005_15,Financial Bid Opening,TN_316_15,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-23 10:30:00,No,ACE38/TECH/KOK(R/IFB/16-17/226,5752411,12-12-2017 14:00,180,Civil Works
id-0.82,ocds-kjhdrl-2017_BTC_4005_6-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4005_6,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4005_6,To be Opened,TN_316_06,No,NA,NA,Open Tender,Works,Item Rate,0,2017-11-23 10:30:00,No,ACE38/TECH/KOK(R/IFB/16-17/226,9900186,12-12-2017 14:00,180,Civil Works
id-0.83,ocds-kjhdrl-2017_BTC_4095_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4095_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4095_1,Financial Bid Opening,TN_327_1,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-30 18:00:00,No,ACE-05/TECH/CHN/IFB/17-18/267,3461917,16-12-2017 14:00,180,Civil Works
id-0.84,ocds-kjhdrl-2017_BTC_4095_5-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4095_5,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4095_5,Financial Bid Opening,TN_327_5,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-30 18:00:00,No,ACE-05/TECH/CHN/IFB/17-18/267,9909320,16-12-2017 14:00,180,Civil Works
id-0.85,ocds-kjhdrl-2017_BTC_4096_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4096_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4096_2,Financial Bid Opening,TN_329_B,No,NA,NA,Open Tender,Works,Item Rate,2,2017-11-30 18:30:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,14554875,13-12-2017 16:30,180,Civil Works
id-0.86,ocds-kjhdrl-2017_BTC_4110_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4110_1,Offline,tender,2016-2017,Bodoland Territorial Council-PWD,2017_BTC_4110_1,Financial Bid Opening,TN_326_A,No,NA,NA,Open Tender,Works,Item Rate,2,2017-01-12 13:00:00,No,ACE29/TECH/MSLPR/IFB/PtI/16-17,1933983,16-12-2017 14:00,180,Civil Works
id-0.87,ocds-kjhdrl-2017_BTC_4235_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4235_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4235_1,Financial Bid Opening,TN_209_06,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-12 10:30:00,No,ACE38/TECH/KOK(R/IFB/16-17/230,3555582,16-12-2017 11:00,180,Civil Works
id-0.88,ocds-kjhdrl-2017_BTC_4235_6-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4235_6,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4235_6,Financial Bid Opening,TN_282_19,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-12 10:30:00,No,ACE38/TECH/KOK(R/IFB/16-17/230,4682030,16-12-2017 11:00,180,Civil Works
id-0.89,ocds-kjhdrl-2017_BTC_4351_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4351_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4351_1,Financial Bid Opening,TN_341_1,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-12 10:30:00,No,133/TECH/NIT/BTC/OD/2012-13/89,5065165,28-12-2017 14:15,180,Civil Works
id-0.90,ocds-kjhdrl-2017_BTC_4368_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4368_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4368_2,Financial Bid Opening,TN_315_2,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-15 10:30:00,No,ACE11/TECH/UDL(R/IFB/16-17/150,13857000,05-01-2018 14:00,180,Civil Works
id-0.91,ocds-kjhdrl-2017_BTC_4413_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4413_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4413_1,AOC,TN_347_A,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-16 10:30:00,No,ACE29/TECH/MSLPR/IFB/PtI/16-17,10520464,29-12-2017 14:00,180,Civil Works
id-0.92,ocds-kjhdrl-2017_BTC_4442_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4442_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4442_2,Financial Evaluation,TN_353_02,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-18 10:30:00,No,ACE27/TECH/KOJ/IFB/2016-17/108,3901136,29-12-2017 14:00,180,Civil Works
id-0.93,ocds-kjhdrl-2017_BTC_4444_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4444_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4444_2,Financial Bid Opening,TN_350_02,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-18 10:30:00,No,ACE101/TECH/NIT/BTC/BADP/16-17,6699866,03-01-2018 14:15,180,Civil Works
id-0.94,ocds-kjhdrl-2017_BTC_4446_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4446_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4446_3,Financial Bid Opening,TN_348_03,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-18 10:30:00,No,ACE50/TECH/KOK(Bldg)/IFB/16-17,2514439,30-12-2017 14:00,180,Civil Works
id-0.95,ocds-kjhdrl-2017_BTC_4687_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4687_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4687_1,Financial Bid Opening,TN_No_356,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-28 14:00:00,No,ACE11/TECH/UDLG/IFB/PtI/17-18,8833561,10-01-2018 14:00,180,Civil Works
id-0.96,ocds-kjhdrl-2017_BTC_4709_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4709_4,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4709_4,To be Opened,TN_358_4,No,NA,NA,Open Tender,Works,Item Rate,0,2017-12-29 14:00:00,No,ACE05/TECH/CHN/IFB/17-18/287,9699607,12-01-2018 14:00,180,Civil Works
id-0.97,ocds-kjhdrl-2017_BTC_4725_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_4725_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_4725_3,AOC,TN_363_03,No,NA,NA,Open Tender,Works,Item Rate,2,2017-12-30 10:30:00,No,ACE27/TECH/KOJ/IFB/16-17/112,2500000,10-01-2018 14:00,180,Civil Works
id-0.98,ocds-kjhdrl-2017_BTCWR_2405_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2405_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2405_1,AOC,Pro siltation measures to protect Surjyakata from the erosion of river Gangia under BTC Plan for 2016-17,No,NA,NA,Open Tender,Works,Item Rate,2,2017-05-06 10:00:00,No,Addl.CE/KZ/WR/E-T/AC/101/968,2499269,19-06-2017 15:00,180,Civil Works
id-0.99,ocds-kjhdrl-2017_BTCWR_2397_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2397_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2397_1,AOC,Protection of No.1 Bengtol village and its adjoining areas from the erosion of river Birinchi Under BTC Plan for 2016-17,No,NA,NA,Open Tender,Works,Item Rate,2,2017-05-06 10:00:00,No,KZ/WR/E-Tender/AC/100/969,3974666,19-06-2017 15:00,180,Civil Works
id-0.100,ocds-kjhdrl-2017_BTCWR_2410_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2410_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2410_1,AOC,A/E measures to protect village Hatigarh No.1 from the erosion of river Guruphella under BTC Plan for the year 2016-17,No,NA,NA,Open Tender,Works,Item Rate,2,2017-05-06 10:00:00,No,Addl.CE/KZ/WR/E-T/AC/101/968,2983714,19-06-2017 15:00,180,Civil Works
id-0.101,ocds-kjhdrl-2017_BTCWR_2443_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2443_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2443_1,AOC,AE measures to protect 13th Km L-B embankment of river Puthimari and repairing of existing protection work under BTC plan for 2016-17,No,NA,NA,Open Tender,Works,Item Rate,3,2017-08-06 15:00:00,No,Adl.CE/KZ/WR/E- Tender/Acctt/104/1018 Dt.07/06/17,4480000,24-06-2017 15:30,180,Civil Works
id-0.102,ocds-kjhdrl-2017_BTCWR_2469_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2469_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2469_1,AOC,Protection of Right Bank of river Puthimari at village Jokmari,No,NA,NA,Open Tender,Works,Item Rate,3,2017-12-06 10:00:00,No,Addl.CE/KZ/WR/E Tender/Acctt/104/1024 Dt.08/06/17,2487000,27-06-2017 15:30,180,Civil Works
id-0.103,ocds-kjhdrl-2017_BTCWR_2483_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2483_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2483_1,AOC,Erosion protection works at Hatkhola to Paharpur on Both Bank from river Golondi BTC,No,NA,NA,Open Tender,Works,Item Rate,2,2017-06-13 10:00:00,No,Addl.CE/KZ/WR/E Tender/Acctt/104/1034 Dt.12/06/17,3965000,28-06-2017 15:30,180,Civil Works
id-0.104,ocds-kjhdrl-2017_BTCWR_2584_7-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2584_7,Offline,tender,2016-2017,Bodoland Territorial Council-WRD,2017_BTCWR_2584_7,AOC,Protection of Sonabil village from the erosion of river Gaurang on L/B  under BTC Plan for 2016-17,No,NA,NA,Open Tender,Works,Item Rate,2,2017-01-07 10:00:00,No,CE/KZ/WR/W/ETender/AC/101/1115,4983146,15-07-2017 16:30,180,Civil Works
id-0.105,ocds-kjhdrl-2017_BTCWR_2721_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2721_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2721_1,AOC,Protection of village Alagjhar (Charanpara) and its adjoining area from the erosion of river Mora Pagladia on its L/B (Ph-II),No,NA,NA,Open Tender,Works,Item Rate,2,2017-07-14 10:00:00,No,Addl.CE/KZ/WR/E Tender/Actt/104/1247 Dt12/7/17,5947000,20-07-2017 15:30,180,Civil Works
id-0.106,ocds-kjhdrl-2017_BTCWR_2973_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_2973_2,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_2973_2,AOC,A/E measures to protect village South Hasraobari  from the erosion of river Sapkata on R/B under BTC Plan for the year 2016-17,No,NA,NA,Open Tender,Works,Item Rate,2,2017-10-08 17:00:00,No,Addl.CEKZWRE-T/Acctt/104/1386,2991044,24-08-2017 16:30,180,Civil Works
id-0.107,ocds-kjhdrl-2017_BTCWR_3971_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_3971_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_3971_1,To be Opened,Protection of village Guabari from the erosion of river Modati BTC Plan for the year 2016-17,No,NA,NA,Open Tender,Works,Item Rate,0,2017-11-20 10:00:00,No,AddlCE/KZ/WR/WAcctt/101/1804 dt.15.11.17,3996812,11-12-2017 16:30,180,Civil Works
id-0.108,ocds-kjhdrl-2017_BTCWR_4410_6-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_4410_6,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_4410_6,AOC,NABARD (RIDF-XXIII) Umanagar Pk-2,No,NA,NA,Open Tender,Works,Item Rate,7,2017-12-15 10:45:00,No,AddlCE/KZ/WR/ET/AC/1973,9925076,04-01-2018 15:20,180,Civil Works
id-0.109,ocds-kjhdrl-2017_BTCWR_4447_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_4447_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_4447_1,AOC,RIDF XXIII Suklai (PK-I),No,NA,NA,Open Tender,Works,Item Rate,12,2017-12-16 12:00:00,No,ACE/K/WR/e/A/100/2003d14/12/17,5500358,06-01-2018 11:00,180,Civil Works
id-0.110,ocds-kjhdrl-2017_BTCWR_4451_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_4451_1,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_4451_1,AOC,RIDF XXIII Suklai (Pk-2),No,NA,NA,Open Tender,Works,Item Rate,7,2017-12-16 13:00:00,No,ACE/K/WR/e/A/100/2003d14/12/17,28870975,06-01-2018 11:00,180,Civil Works
id-0.111,ocds-kjhdrl-2017_BTCWR_4460_5-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTCWR_4460_5,Offline,tender,2017-2018,Bodoland Territorial Council-WRD,2017_BTCWR_4460_5,AOC,RIDF-XXIII Bhola Pk-V,No,NA,NA,Open Tender,Works,Item Rate,8,2017-12-16 17:00:00,No,ADC/KZ/WR/ET/AC/100/2002-A,5539700,06-01-2018 11:00,180,Civil Works
id-0.112,ocds-kjhdrl-2017_CD_3286_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_CD_3286_1,Offline,tender,2017-2018,Cooperation Department,2017_CD_3286_1,AOC,"Renovation and up gradation of Warehousing facilities under the scheme of NABARD s RIDF XXI at TEA TOWNSHIP WARE HOUSE COMPLEX, AMINGAON.",No,NA,NA,Open Tender,Works,Item Rate,7,2017-09-25 14:00:00,No,AWC.Engg.459/2016/NABARD/ RIDF-XXI/182,52819043,05-10-2017 11:00,180,Civil Works
id-0.113,ocds-kjhdrl-2017_DAASC_1959_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DAASC_1959_1,Offline,tender,2016-2017,Directorate of Agriculture and Assam Seed Corporation,2017_DAASC_1959_1,Technical Evaluation,BID DOCUMENT FOR HIRING SERVICE PROVIDER_PLACEMENT AGENCY,No,NA,NA,Open Tender,Services,Works,3,2017-03-21 13:00:00,No,CSS-ATMA/SAMETI/296PT/35,0,12-04-2017 15:00,45,Manpower Supply
id-0.114,ocds-kjhdrl-2017_DAASC_3303_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DAASC_3303_1,Offline,tender,2017-2018,Directorate of Agriculture and Assam Seed Corporation,2017_DAASC_3303_1,Financial Evaluation,INVITATION OF BID FOR Procurement of Double Beam Atomic Absorption Spectrophotometer,No,NA,NA,Open Tender,Goods,Supply,3,2017-09-25 17:00:00,No,Agri/NMSA/SHM/2017-18/02,0,17-10-2017 15:00,365,Miscellaneous Goods
id-0.115,ocds-kjhdrl-2017_DAASC_3926_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DAASC_3926_1,Not Applicable,tender,2017-2018,Directorate of Agriculture and Assam Seed Corporation,2017_DAASC_3926_1,Financial Evaluation,"Supply, Installation and Commissioning of Solar Photo Voltaic_SPV Water Pumping System for Irrigation purpose",No,NA,NA,Open Tender,Services,Supply,16,2017-11-16 13:00:00,No,No. Agri/Engg/4677/Bid-Solar pump/2017-18/159,0,06-12-2017 11:30,90,Supply/Erection/Commissioning Services
id-0.116,ocds-kjhdrl-2017_DCA_3912_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DCA_3912_1,Offline,tender,2017-2018,Department of Cultural Affairs,2017_DCA_3912_1,Technical Evaluation,"NOTICE INVITING QUOTATION FOR SUPPLY and INSTALLATION OF AIR CONDITIONERS, CCTV, WATER COOLER, FAN AND APPLIANCES ETC",No,NA,NA,Open Tender,Works,Item Rate,3,2017-11-15 17:00:00,No,"AIR CONDITIONERS, CCTV  WATER COOLER, FAN",6800000,30-11-2017 12:00,90,Miscellaneous Works
id-0.117,ocds-kjhdrl-2017_DCA_3970_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DCA_3970_1,Offline,tender,2017-2018,Department of Cultural Affairs,2017_DCA_3970_1,To be Opened,SUPPLY AND INSTALLATION OF CINE LIGHTING AND MISCELLANEOUS ITEMS,No,NA,NA,Open Tender,Works,Item Rate,0,2017-11-20 10:00:00,No,CAG.86/2016/120 CINE LIGHTING AND MISCELLANEOUS IT,2768941,04-12-2017 12:00,90,Audio-Visual Equipment
id-0.118,ocds-kjhdrl-2017_DFS_3547_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DFS_3547_1,Not Applicable,tender,2017-2018,Directorate of Forensic Science Assam,2017_DFS_3547_1,To be Opened,Supply of equipments to DFS Assam,No,NA,NA,Open Tender,Goods,Item Rate,17,2017-10-17 17:00:00,No,DFS. 982/Vol-II/INST/2017-18/748/,0,10-11-2017 15:00,180,Machineries
id-0.119,ocds-kjhdrl-2017_DFS_4414_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DFS_4414_1,Offline,tender,2017-2018,Directorate of Forensic Science Assam,2017_DFS_4414_1,To be Opened,Supply for Nitrogen and Air Generator,No,NA,NA,Open Tender,Goods,Supply,2,2017-12-15 16:00:00,No,DFS.982/INST/2017-18/764/314,0,26-12-2017 10:00,180,Miscellaneous Goods
id-0.120,ocds-kjhdrl-2017_DHA_3378_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_DHA_3378_1,Not Applicable,tender,2017-2018,Directorate of Horticulture Assam,2017_DHA_3378_1,Financial Evaluation,E-BIDDING DOCUMENT FOR SUPPLY OF PLANTING MATERIAL,No,NA,NA,Open Tender,Goods,Item Wise,36,2017-10-10 15:00:00,No,HORT.FP/405/2017-18,0,07-11-2017 16:00,90,Supply of Materials
